wave,weight,flux,flag,segment
Double,Double,Double,Integer,Integer
micrometer,,Jy,,
Wavelength,weight,flux,flag,segment
139.5754239730472,1.0,1.6724667886516902,0,0
139.63726884602536,1.0,1.4193875698959733,0,0
139.69912056904116,1.0,1.669966385742791,0,0
139.7609791241901,1.0,1.4670204169943446,0,0
139.82284449353799,1.0,1.3536577273685548,0,0
139.88471665912073,1.0,1.462025119147202,0,0
139.9465956029444,1.0,1.4713524752529503,0,0
140.00848130698523,1.0,1.5369160322893973,0,0
140.0703737531895,1.0,1.2994575510807298,0,0
140.1322729234737,1.0,1.4272990317517196,0,0
140.19417879972428,1.0,1.2139798782849391,0,0
140.2560913637979,1.0,1.2621692167767347,0,0
140.31801059752124,1.0,1.1899988543720366,0,0
140.37993648269094,1.0,1.430874828590843,0,0
140.4418690010737,1.0,1.3513618283088011,0,0
140.50380813440628,1.0,1.3302434806243901,0,0
140.5657538643954,1.0,1.4393710004735825,0,0
140.62770617271775,1.0,1.078008141485249,0,0
140.68966504101994,1.0,1.3584343324394716,0,0
140.7516304509186,1.0,1.169053923830098,0,0
140.81360238400026,1.0,1.168170788773925,0,0
140.87558082182136,1.0,1.1814749032079654,0,0
140.93756574590822,1.0,1.1705620606061131,0,0
140.99955713775702,1.0,1.0738659619419229,0,0
141.0615549788339,1.0,1.1575548400435185,0,0
141.12355925057477,1.0,1.0775727973624678,0,0
141.18556993438537,1.0,1.2718933558571033,0,0
141.24758701164131,1.0,1.2603675826062666,0,0
141.30961046368793,1.0,1.1959432919442035,0,0
141.3716402718404,1.0,1.176124603080155,0,0
141.43367641738368,1.0,1.307361940312992,0,0
141.4957188815725,1.0,1.1247078034533156,0,0
141.5577676456312,1.0,1.2013458629883702,0,0
141.619822690754,1.0,1.1385933298404938,0,0
141.68188399810475,1.0,1.1179008036203437,0,0
141.74395154881705,1.0,1.2712694605524202,0,0
141.8060253239941,1.0,1.2712408633097312,0,0
141.86810530470882,1.0,1.1680677387640839,0,0
141.93019147200374,1.0,1.0872467104515033,0,0
141.99228380689107,1.0,1.1193123559694695,0,0
142.0543822903526,1.0,1.1664629463010108,0,0
142.11648690333973,1.0,1.2842306428895718,0,0
142.17859762677347,1.0,1.1423526999579519,0,0
142.24071444154433,1.0,1.0256488865509479,0,0
142.30283732851248,1.0,1.072548535776176,0,0
142.36496626850757,1.0,1.1836376352849896,0,0
142.42710124232877,1.0,0.9668616780259623,0,0
142.48924223074482,1.0,1.2593456536460939,0,0
142.5513892144939,1.0,1.051699798899177,0,0
142.61354217428368,1.0,1.1209090864967872,0,0
142.6757010907913,1.0,1.2864133234641786,0,0
142.73786594466338,1.0,1.0830346201358123,0,0
142.800036716516,1.0,0.9882985906335955,0,0
142.8622133869345,1.0,0.982664447325572,0,0
142.92439593647384,1.0,1.0598917219306492,0,0
142.98658434565831,1.0,1.1130154936998349,0,0
143.0487785949815,1.0,1.1619052568698476,0,0
143.11097866490644,1.0,1.0280408442104179,0,0
143.17318453586546,1.0,1.0409628093616434,0,0
143.23539618826027,1.0,0.8431361757895998,0,0
143.29761360246192,1.0,1.05445559288861,0,0
143.35983675881067,1.0,1.0185433913114843,0,0
143.42206563761619,1.0,0.9875457441932791,0,0
143.48430021915732,1.0,0.8615638869951797,0,0
143.5465404836823,1.0,1.0388712956067414,0,0
143.60878641140843,1.0,0.9977622822077876,0,0
143.67103798252242,1.0,0.8878009005185796,0,0
143.7332951771801,1.0,0.9463181037660523,0,0
143.7955579755066,1.0,1.000412053029618,0,0
143.85782635759608,1.0,1.114811216411016,0,0
143.92010030351207,1.0,1.0278697027259793,0,0
143.98237979328712,1.0,0.9562897601184647,0,0
144.04466480692304,1.0,0.9825113480130321,0,0
144.10695532439064,1.0,1.1628679407917217,0,0
144.16925132563003,1.0,0.9415074953361106,0,0
144.23155279055027,1.0,1.0122137875246189,0,0
144.2938596990296,1.0,0.8088622433096859,0,0
144.35617203091533,1.0,0.8000960065074638,0,0
144.4184897660238,1.0,0.9642466219745357,0,0
144.48081288414045,1.0,0.982263017137599,0,0
144.54314136501978,1.0,0.8811846007046866,0,0
144.60547518838524,1.0,1.1344982284665206,0,0
144.66781433392936,1.0,0.9121146317268642,0,0
144.73015878131358,1.0,0.7706542952175275,0,0
144.79250851016843,1.0,1.0534128865249581,0,0
144.85486350009342,1.0,0.9337144240202173,0,0
144.91722373065687,1.0,0.9422646085440681,0,0
144.9795891813962,1.0,1.037564003902142,0,0
145.0419598318177,1.0,1.0268793832185337,0,0
145.1043356613966,1.0,1.0853907898995576,0,0
145.166716649577,1.0,1.1360632604150092,0,0
145.22910277577193,1.0,0.9357429506035292,0,0
145.2914940193633,1.0,0.7024892148849439,0,0
145.35389035970186,1.0,0.6430851900515375,0,0
145.41629177610722,1.0,1.010566872652748,0,0
145.4786982478678,1.0,0.7669404500789265,0,0
145.54110975424095,1.0,1.1180518358706293,0,0
145.6035262744527,1.0,0.8224545077612452,0,0
145.66594778769797,1.0,1.041519795679079,0,0
145.72837427314045,1.0,0.813480168606409,0,0
145.79080570991258,1.0,0.9613322918921633,0,0
145.85324207711562,1.0,0.871886957372866,0,0
145.9156833538195,1.0,0.9719840282256854,0,0
145.97812951906297,1.0,0.889281530365618,0,0
146.04058055185345,1.0,0.8114600294764573,0,0
146.1030364311671,1.0,1.1723739223166278,0,0
146.16549713594875,1.0,0.9697210622311052,0,0
146.22796264511192,1.0,0.8573071549808843,0,0
146.29043293753887,1.0,0.9709140332959906,0,0
146.3529079920804,1.0,0.9003263501859449,0,0
146.41538778755606,1.0,0.9745641089856141,0,0
146.477872302754,1.0,0.8466915475379556,0,0
146.540361516431,1.0,0.9739308310955728,0,0
146.60285540731252,1.0,0.8934225588906012,0,0
146.66535395409244,1.0,0.7848301379588707,0,0
146.72785713543345,1.0,0.9697148013327712,0,0
146.79036492996664,1.0,0.8218843989987755,0,0
146.85287731629174,1.0,0.8725473481250033,0,0
146.91539427297704,1.0,0.9184496373487269,0,0
146.97791577855935,1.0,1.1741349626869493,0,0
147.04044181154404,1.0,0.9853975687786636,0,0
147.1029723504049,1.0,0.9726857718544839,0,0
147.1655073735844,1.0,0.9598169048357583,0,0
147.2280468594933,1.0,0.8422061423755858,0,0
147.29059078651102,1.0,0.8243420944020591,0,0
147.3531391329853,1.0,1.0066542483250454,0,0
147.4156918772324,1.0,1.025478990333808,0,0
147.47824899753704,1.0,0.9807861520097165,0,0
147.5408104721524,1.0,0.9010555026696294,0,0
147.60337627930002,1.0,1.0875003186876189,0,0
147.66594639716988,1.0,0.856082301221662,0,0
147.7285208039204,1.0,1.234045487313701,0,0
147.79109947767824,1.0,0.8987995924969414,0,0
147.85368239653863,1.0,0.8360675056120203,0,0
147.91626953856505,1.0,1.0518533614339747,0,0
147.97886088178936,1.0,1.0459946637189381,0,0
148.04145640421177,1.0,1.037369470149438,0,0
148.10405608380083,1.0,1.0642804666252055,0,0
148.16665989849338,1.0,1.0593338631576206,0,0
148.2292678261946,1.0,1.0251314257486093,0,0
148.29187984477795,1.0,0.9183512755613238,0,0
148.35449593208523,1.0,0.8992646310206759,0,0
148.4171160659264,1.0,0.8840370048407148,0,0
148.47974022407976,1.0,0.9365476994877029,0,0
148.54236838429196,1.0,1.1291695996407105,0,0
148.60500052427773,1.0,0.7831770910120752,0,0
148.66763662172008,1.0,0.8919613723149263,0,0
148.7302766542703,1.0,0.8383106065327609,0,0
148.79292059954787,1.0,0.9722775497525835,0,0
148.85556843514047,1.0,0.7544306236386102,0,0
148.91822013860394,1.0,1.0447518213816611,0,0
148.9808756874623,1.0,1.085417485404986,0,0
149.0435350592078,1.0,0.8235595257263526,0,0
149.10619823130082,1.0,0.7313794513787296,0,0
149.1688651811699,1.0,1.0753153435838374,0,0
149.23153588621165,1.0,1.023749644009432,0,0
149.29421032379088,1.0,0.9598371374386914,0,0
149.35688847124055,1.0,1.0994883831137872,0,0
149.41957030586164,1.0,0.9059790747355885,0,0
149.48225580492328,1.0,1.035696745509342,0,0
149.54494494566268,1.0,0.9130552505798134,0,0
149.60763770528516,1.0,0.847060337738326,0,0
149.67033406096402,1.0,0.8111548995718335,0,0
149.73303398984075,1.0,1.0592584463136987,0,0
149.79573746902477,1.0,1.0255603540067801,0,0
149.85844447559361,1.0,1.0193248459429178,0,0
149.9211549865928,1.0,0.9411722873965946,0,0
149.98386897903592,1.0,0.9902743029248423,0,0
150.0465864299045,1.0,0.7607049555850914,0,0
150.10930731614815,1.0,0.8941498960529191,0,0
150.17203161468444,1.0,0.9972880572232868,0,0
150.2347593023989,1.0,0.8077019915970258,0,0
150.29749035614503,1.0,0.9519018032940637,0,0
150.36022475274436,1.0,0.9182445021202756,0,0
150.42296246898627,1.0,0.9473243635049632,0,0
150.4857034816282,1.0,1.0716770929057882,0,0
150.5484477673955,1.0,1.0101181775909764,0,0
150.6111953029813,1.0,0.9838447800099072,0,0
150.67394606504683,1.0,1.3399371054781748,0,0
150.73670003022113,1.0,0.96512185489422,0,0
150.79945717510122,1.0,0.9158092558513758,0,0
150.86221747625197,1.0,0.9933864934189484,0,0
150.9249809102061,1.0,0.9757141456990461,0,0
150.9877474534642,1.0,1.044910402507335,0,0
151.05051708249482,1.0,0.7708039436619755,0,0
151.11328977373427,1.0,0.918208193587408,0,0
151.1760655035867,1.0,0.8709731496664627,0,0
