#DataThief /Users/hannah/Research/ScoCen/pro/opacities/HuffmanStapp1971.jpg/HuffmanStapp1971_crysoliv.jpg Monday 20-Jun-2011 11:57:47 AM
0.2245, 1.6612
0.2482, 1.6612
0.2718, 1.6612
0.2955, 1.6612
0.3191, 1.6612
0.3427, 1.6612
0.3664, 1.6611
0.39, 1.6611
0.4136, 1.667
0.4373, 1.667
0.4609, 1.6669
0.4845, 1.6669
0.5082, 1.6669
0.5318, 1.6669
0.5555, 1.6669
0.5791, 1.6669
0.6027, 1.6669
0.6264, 1.6669
0.65, 1.6669
0.6736, 1.6669
0.6973, 1.6668
0.7209, 1.6668
0.7445, 1.6668
0.7682, 1.6668
0.7918, 1.6668
0.8155, 1.6668
0.8391, 1.6668
0.8627, 1.6668
0.8864, 1.6668
0.91, 1.6667
0.9336, 1.6667
0.9573, 1.6667
0.9809, 1.6667
1.0045, 1.6667
1.0282, 1.6725
1.0518, 1.6725
1.0755, 1.6725
1.0991, 1.6725
1.1227, 1.6725
1.1464, 1.6725
1.17, 1.6725
1.1936, 1.6725
1.2173, 1.6724
1.2409, 1.6724
1.2645, 1.6724
1.2882, 1.6724
1.3118, 1.6724
1.3355, 1.6724
1.3591, 1.6724
1.3827, 1.6724
1.4064, 1.6724
1.43, 1.6782
1.4536, 1.6782
1.4773, 1.6782
1.5009, 1.6782
1.5245, 1.6781
1.5482, 1.6781
1.5718, 1.6781
1.5955, 1.6781
1.6191, 1.6781
1.6427, 1.6781
1.6664, 1.6781
1.69, 1.6781
1.7136, 1.6839
1.7373, 1.6839
1.7609, 1.6839
1.7845, 1.6839
1.8082, 1.6839
1.8318, 1.6838
1.8555, 1.6838
1.8791, 1.6838
1.9027, 1.6838
1.9264, 1.6838
1.95, 1.6838
1.9736, 1.6896
1.9973, 1.6896
2.0209, 1.6896
2.0445, 1.6896
2.0682, 1.6896
2.0918, 1.6896
2.1155, 1.6896
2.1391, 1.6896
2.1627, 1.6895
2.1864, 1.6895
2.21, 1.6895
2.2336, 1.6895
2.2573, 1.6895
2.2809, 1.6953
2.3045, 1.6953
2.3282, 1.6953
2.3518, 1.6953
2.3755, 1.6953
2.3991, 1.6953
2.4227, 1.6953
2.4464, 1.6953
2.47, 1.6952
2.4936, 1.7011
2.5173, 1.7011
2.5409, 1.701
2.5645, 1.701
2.5882, 1.701
2.6118, 1.701
2.6355, 1.7068
2.6591, 1.7068
2.6827, 1.7068
2.7064, 1.7068
2.73, 1.7068
2.7536, 1.7068
2.7773, 1.7126
2.8009, 1.7126
2.8245, 1.7126
2.8482, 1.7126
2.8718, 1.7126
2.8955, 1.7126
2.9191, 1.7126
2.9427, 1.7125
2.9664, 1.7125
2.99, 1.7184
3.0136, 1.7184
3.0373, 1.7183
3.0609, 1.7183
3.0845, 1.7242
3.1082, 1.7242
3.1318, 1.7241
3.1555, 1.7241
3.1791, 1.7241
3.2027, 1.7241
3.2264, 1.7299
3.25, 1.7299
3.2736, 1.7299
3.2973, 1.7299
3.3209, 1.7357
3.3445, 1.7357
3.3682, 1.7357
3.3918, 1.7357
3.4155, 1.7357
3.4391, 1.7415
3.4627, 1.7415
3.4864, 1.7415
3.51, 1.7415
3.5336, 1.7473
3.5573, 1.7473
3.5809, 1.7473
3.6045, 1.7473
3.6282, 1.7531
3.6518, 1.7531
3.6755, 1.7531
3.6991, 1.7531
3.7227, 1.7589
3.7464, 1.7589
3.77, 1.7589
3.7936, 1.7647
3.8173, 1.7647
3.8409, 1.7647
3.8645, 1.7647
3.8882, 1.7705
3.9118, 1.7705
3.9355, 1.7763
3.9591, 1.7763
3.9827, 1.7763
4.0064, 1.7763
4.03, 1.7821
4.0536, 1.7821
4.0773, 1.7879
4.1009, 1.7879
4.1245, 1.7938
4.1482, 1.7938
4.1718, 1.7937
4.1955, 1.7996
4.2191, 1.7996
4.2427, 1.7996
4.2664, 1.8054
4.29, 1.8054
4.3136, 1.8112
4.3373, 1.8112
4.3609, 1.8112
4.3845, 1.817
4.4082, 1.817
4.4318, 1.8228
4.4555, 1.8228
4.4791, 1.8228
4.5027, 1.8286
4.5264, 1.8286
4.55, 1.8345
4.5736, 1.8344
4.5973, 1.8403
4.6209, 1.8403
