#Extracted MIPS SED data
#  extract_sed.pro IDL program (KDG)
#
# flux unc is only based on sky noise - does not include absolute uncertainties
# sky not subtracted when the profile was extracted [sky column for info only]
# wavelength [micron], flux [Jy], flux unc [Jy], S/N, sky [Jy]
   52.26    3.66E-01    3.95E-02      9.26   -3.32E-02
   53.97    4.06E-01    5.73E-02      7.08   -1.91E-02
   55.68    3.18E-01    2.30E-02     13.84    5.77E-02
   57.39    2.65E-01    3.03E-02      8.73    1.12E-02
   59.10    2.36E-01    2.34E-02     10.10    2.60E-02
   60.81    2.76E-01    5.89E-02      4.68    1.43E-02
   62.52    2.14E-01    8.25E-03     25.89    5.24E-02
   64.23    1.79E-01    6.36E-02      2.82    2.71E-02
   65.94    1.85E-01    6.94E-02      2.67    5.63E-03
   67.65    4.12E-01    4.57E-02      9.03    9.67E-02
   69.36    2.45E-01    5.88E-02      4.17    4.13E-02
   71.07    2.94E-01    3.73E-02      7.89    8.98E-02
   72.78    1.81E-01    1.34E-02     13.52    2.84E-02
   74.49    2.30E-01    1.30E-02     17.71    2.11E-02
   76.20    2.49E-01    3.99E-02      6.25    6.71E-03
   77.91    1.14E-01    3.10E-02      3.68   -4.48E-02
   79.62    6.87E-02    6.28E-02      1.09   -3.68E-02
   81.33    5.79E-02    3.07E-02      1.89    5.65E-02
   83.04    2.25E-01    3.22E-02      7.01    2.56E-02
   84.75    1.83E-01    2.42E-02      7.55    8.56E-02
   86.46    1.73E-01    7.23E-02      2.39    2.19E-02
   88.17    2.07E-01    1.50E-01      1.38   -1.35E-02
   89.88    6.57E-02    1.53E-01      0.43   -1.06E-01
   91.59    1.79E-01    5.01E-02      3.57   -9.14E-02
   93.30    9.28E-02    1.97E-01      0.47    8.65E-02
