#Extracted MIPS SED data
#  extract_sed.pro IDL program (KDG)
#
# flux unc is only based on sky noise - does not include absolute uncertainties
# sky not subtracted when the profile was extracted [sky column for info only]
# wavelength [micron], flux [Jy], flux unc [Jy], S/N, sky [Jy]
   52.26    8.34E-01    3.32E-02     25.11   -1.27E-02
   53.97    7.71E-01    1.51E-02     51.22   -1.18E-01
   55.68    7.39E-01    2.48E-02     29.84   -4.09E-02
   57.39    7.19E-01    2.57E-02     28.04   -1.59E-02
   59.10    6.33E-01    1.45E-01      4.36   -5.06E-02
   60.81    7.59E-01    1.06E-01      7.16    2.91E-02
   62.52    6.87E-01    1.20E-01      5.71   -2.68E-02
   64.23    6.42E-01    2.06E-02     31.10    1.18E-01
   65.94    6.64E-01    5.25E-02     12.64   -8.84E-02
   67.65    5.96E-01    2.52E-02     23.62   -1.14E-01
   69.36    6.73E-01    6.71E-02     10.03    2.34E-03
   71.07    5.25E-01    5.83E-02      9.01   -1.29E-01
   72.78    4.46E-01    8.14E-03     54.76   -9.75E-02
   74.49    6.54E-01    5.24E-02     12.48    7.96E-02
   76.20    4.88E-01    4.22E-02     11.56   -5.14E-02
   77.91    5.65E-01    7.74E-02      7.30    5.84E-02
   79.62    5.00E-01    7.98E-02      6.27    5.95E-02
   81.33    7.24E-01    7.45E-02      9.71    6.70E-02
   83.04    5.35E-01    9.41E-02      5.68   -1.52E-01
   84.75    5.38E-01    9.16E-02      5.88    1.44E-01
   86.46    5.08E-01    4.08E-02     12.45    1.86E-01
   88.17    5.19E-01    1.27E-01      4.08    1.52E-01
   89.88    6.77E-01    1.29E-01      5.24   -1.06E-01
   91.59    7.43E-01    1.44E-01      5.15    9.72E-02
   93.30    5.02E-01    9.91E-02      5.06   -2.78E-02
