#Extracted MIPS SED data
#  extract_sed.pro IDL program (KDG)
#
# flux unc is only based on sky noise - does not include absolute uncertainties
# sky not subtracted when the profile was extracted [sky column for info only]
# wavelength [micron], flux [Jy], flux unc [Jy], S/N, sky [Jy]
   52.26    5.22E-01    5.26E-02      9.91    6.89E-02
   53.97    6.06E-01    3.37E-02     18.00    3.66E-02
   55.68    7.04E-01    2.74E-03    257.33    7.84E-02
   57.39    6.51E-01    2.65E-02     24.53    7.58E-03
   59.10    5.63E-01    8.83E-02      6.38    7.39E-02
   60.81    6.36E-01    1.14E-02     55.54    8.88E-02
   62.52    5.71E-01    1.48E-02     38.60   -2.27E-03
   64.23    6.73E-01    4.67E-02     14.41   -3.32E-02
   65.94    5.91E-01    7.95E-02      7.43   -1.36E-01
   67.65    5.43E-01    4.42E-02     12.28   -5.69E-02
   69.36    5.30E-01    5.73E-02      9.25   -1.15E-01
   71.07    5.39E-01    6.83E-02      7.89    6.93E-02
   72.78    4.98E-01    1.17E-01      4.25    1.16E-01
   74.49    6.39E-01    5.33E-02     12.00   -6.75E-02
   76.20    6.05E-01    6.33E-02      9.55   -1.02E-01
   77.91    4.93E-01    4.63E-02     10.65    1.16E-01
   79.62    3.71E-01    3.28E-02     11.32    1.14E-01
   81.33    4.82E-01    5.61E-03     85.96    2.27E-02
   83.04    4.79E-01    4.70E-02     10.18   -2.85E-02
   84.75    5.16E-01    6.71E-02      7.69    1.36E-01
   86.46    4.31E-01    7.77E-02      5.55    5.41E-02
   88.17    5.47E-01    4.26E-02     12.85    1.38E-01
   89.88    5.37E-01    1.19E-01      4.51    2.47E-01
   91.59    3.50E-01    1.34E-01      2.62    1.08E-02
   93.30    3.71E-01    1.95E-01      1.90   -1.92E-02
