#Extracted MIPS SED data
#  extract_sed.pro IDL program (KDG)
#
# flux unc is only based on sky noise - does not include absolute uncertainties
# sky not subtracted when the profile was extracted [sky column for info only]
# wavelength [micron], flux [Jy], flux unc [Jy], S/N, sky [Jy]
   52.26    3.90E-01    1.91E-02     20.47    3.35E-03
   53.97    4.18E-01    7.31E-02      5.72   -7.08E-02
   55.68    4.12E-01    2.49E-02     16.52   -2.87E-02
   57.39    4.82E-01    3.43E-02     14.02   -4.53E-03
   59.10    4.04E-01    6.23E-02      6.49   -1.87E-02
   60.81    4.42E-01    3.34E-02     13.21    4.86E-02
   62.52    4.03E-01    5.33E-02      7.56    4.06E-02
   64.23    4.95E-01    4.36E-02     11.34    1.75E-02
   65.94    6.31E-01    5.14E-02     12.29    8.06E-02
   67.65    4.59E-01    3.36E-02     13.65    8.55E-02
   69.36    3.90E-01    7.28E-02      5.36    2.32E-02
   71.07    3.35E-01    4.18E-02      8.00    5.57E-02
   72.78    3.69E-01    6.41E-02      5.76    1.40E-01
   74.49    3.06E-01    2.86E-02     10.72    1.30E-01
   76.20    4.69E-01    6.35E-02      7.38    1.60E-01
   77.91    3.78E-01    4.65E-02      8.12    1.20E-01
   79.62    3.09E-01    5.63E-02      5.49    1.01E-01
   81.33    3.36E-01    6.31E-02      5.32   -1.35E-01
   83.04    2.99E-01    6.61E-02      4.53   -4.33E-02
   84.75    3.73E-01    9.82E-02      3.80    4.26E-02
   86.46    3.61E-01    8.34E-02      4.33   -2.06E-02
   88.17    3.60E-01    6.95E-02      5.18   -3.82E-02
   89.88    4.87E-01    7.62E-02      6.40    2.80E-01
   91.59    2.29E-01    8.75E-02      2.62   -1.69E-01
   93.30    2.68E-01    1.19E-01      2.24    1.06E-01
