#Extracted MIPS SED data
#  extract_sed.pro IDL program (KDG)
#
# flux unc is only based on sky noise - does not include absolute uncertainties
# sky not subtracted when the profile was extracted [sky column for info only]
# wavelength [micron], flux [Jy], flux unc [Jy], S/N, sky [Jy]
   52.26    5.90E-01    6.05E-03     97.49    1.31E-01
   53.97    6.53E-01    7.31E-02      8.94    1.09E-01
   55.68    6.37E-01    6.24E-02     10.21    4.33E-02
   57.39    6.36E-01    2.39E-02     26.61    4.33E-02
   59.10    6.12E-01    5.02E-02     12.19    2.29E-02
   60.81    6.75E-01    5.47E-02     12.34   -8.64E-03
   62.52    6.82E-01    8.33E-02      8.19    2.89E-02
   64.23    6.83E-01    4.37E-02     15.65    2.99E-02
   65.94    7.71E-01    6.77E-02     11.39    1.19E-01
   67.65    8.91E-01    3.47E-02     25.71    1.01E-01
   69.36    8.25E-01    6.85E-02     12.04    6.74E-02
   71.07    7.16E-01    1.52E-02     47.22   -3.36E-02
   72.78    6.74E-01    5.83E-02     11.57    1.46E-01
   74.49    7.45E-01    4.52E-02     16.48    2.21E-01
   76.20    6.70E-01    3.17E-02     21.11    1.44E-01
   77.91    4.90E-01    5.33E-02      9.18    1.86E-01
   79.62    6.85E-01    7.23E-02      9.48   -1.74E-02
   81.33    6.80E-01    8.15E-02      8.35    9.03E-02
   83.04    5.62E-01    5.92E-02      9.50   -1.07E-02
   84.75    6.10E-01    6.80E-02      8.97    1.33E-01
   86.46    6.20E-01    4.32E-02     14.36   -5.64E-02
   88.17    4.82E-01    7.39E-02      6.52   -7.70E-02
   89.88    7.18E-01    1.02E-01      7.02    1.95E-01
   91.59    6.75E-01    3.74E-02     18.07    2.83E-01
   93.30    7.24E-01    1.65E-01      4.38    2.42E-01
