#Extracted MIPS SED data
#  extract_sed.pro IDL program (KDG)
#
# flux unc is only based on sky noise - does not include absolute uncertainties
# sky not subtracted when the profile was extracted [sky column for info only]
# wavelength [micron], flux [Jy], flux unc [Jy], S/N, sky [Jy]
   52.26    6.43E-01    6.14E-02     10.46   -5.40E-02
   53.97    5.99E-01    1.51E-02     39.72    8.53E-03
   55.68    4.91E-01    3.71E-02     13.24    3.12E-02
   57.39    4.86E-01    4.30E-03    113.14   -1.52E-02
   59.10    5.17E-01    2.96E-02     17.48    5.31E-02
   60.81    4.87E-01    1.15E-02     42.23   -3.04E-02
   62.52    4.38E-01    5.98E-02      7.34   -9.68E-03
   64.23    4.55E-01    6.30E-03     72.23    1.92E-02
   65.94    3.24E-01    6.74E-02      4.81   -1.88E-02
   67.65    3.76E-01    3.82E-02      9.83    3.23E-02
   69.36    3.92E-01    2.88E-02     13.59    4.95E-02
   71.07    2.62E-01    4.75E-02      5.53    4.15E-02
   72.78    2.94E-01    3.93E-02      7.50   -1.30E-02
   74.49    3.00E-01    2.76E-02     10.85    4.37E-02
   76.20    2.62E-01    3.66E-02      7.17   -3.01E-02
   77.91    1.73E-01    5.79E-02      2.99   -6.49E-02
   79.62    1.74E-01    4.47E-02      3.90   -1.29E-01
   81.33    1.26E-02    5.34E-02      0.24   -1.16E-01
   83.04    1.21E-01    9.46E-02      1.28   -1.50E-01
   84.75    2.48E-01    1.20E-01      2.06   -2.01E-01
   86.46    2.18E-01    1.19E-01      1.83   -5.36E-02
   88.17    1.76E-01    6.91E-02      2.55    1.41E-01
   89.88    2.69E-02    9.89E-02      0.27    1.58E-01
   91.59   -6.60E-02   -8.86E-02      0.75    1.87E-01
   93.30    4.64E-01    1.85E-01      2.50   -2.69E-02
