#Extracted MIPS SED data
#  extract_sed.pro IDL program (KDG)
#
# flux unc is only based on sky noise - does not include absolute uncertainties
# sky not subtracted when the profile was extracted [sky column for info only]
# wavelength [micron], flux [Jy], flux unc [Jy], S/N, sky [Jy]
   52.26    3.26E-03    8.78E-03      0.37   -1.96E-02
   53.97   -1.28E-02   -9.30E-03      1.38   -8.02E-03
   55.68    4.16E-03    2.15E-02      0.19   -6.20E-03
   57.39    2.72E-02    4.50E-02      0.61   -4.41E-02
   59.10   -1.48E-02   -2.90E-02      0.51    4.75E-03
   60.81   -9.66E-03   -3.93E-02      0.25    6.78E-02
   62.52   -6.94E-03   -1.85E-02      0.37    2.64E-02
   64.23   -2.70E-02   -5.54E-02      0.49    4.51E-02
   65.94   -1.37E-01   -3.27E-02      4.18   -1.71E-02
   67.65    1.04E-01    9.02E-02      1.15    7.93E-02
   69.36    1.05E-01    5.27E-02      2.00    8.71E-02
   71.07    9.24E-02    4.80E-02      1.92    4.30E-02
   72.78   -1.27E-02   -4.49E-02      0.28    9.84E-02
   74.49   -4.55E-03   -2.39E-02      0.19    1.68E-02
   76.20   -3.41E-02   -4.60E-02      0.74    1.81E-03
   77.91    1.63E-03    6.90E-02      0.02    2.44E-02
   79.62   -5.72E-02   -4.94E-02      1.16   -3.47E-03
   81.33    1.62E-02    5.61E-02      0.29   -5.37E-02
   83.04    1.91E-01    1.12E-01      1.71   -4.47E-02
   84.75    9.62E-02    1.09E-01      0.88   -1.63E-01
   86.46    1.05E-01    9.77E-02      1.07   -6.96E-02
   88.17    1.34E-01    1.15E-01      1.16    5.09E-03
   89.88    3.09E-01    1.09E-01      2.84    2.52E-01
   91.59    2.99E-01    1.16E-01      2.57    4.18E-01
   93.30    5.31E-01    2.47E-01      2.15    2.52E-01
