#Extracted MIPS SED data
#  extract_sed.pro IDL program (KDG)
#
# flux unc is only based on sky noise - does not include absolute uncertainties
# sky not subtracted when the profile was extracted [sky column for info only]
# wavelength [micron], flux [Jy], flux unc [Jy], S/N, sky [Jy]
   52.26    2.08E-01    1.37E-01      1.52   -7.74E-03
   53.97    2.49E-01    1.30E-01      1.92   -1.45E-02
   55.68    2.01E-01    5.97E-02      3.36   -7.16E-02
   57.39    2.43E-01    9.80E-03     24.82    4.75E-02
   59.10    2.01E-01    6.69E-02      3.00   -2.14E-02
   60.81    2.98E-01    5.96E-02      5.00   -7.35E-02
   62.52    2.92E-01    5.96E-02      4.89    8.98E-04
   64.23    1.84E-01    4.14E-02      4.46   -8.74E-02
   65.94    2.65E-01    5.73E-02      4.62   -7.56E-03
   67.65    3.15E-01    8.58E-02      3.68   -1.25E-01
   69.36    2.84E-01    6.06E-02      4.68   -1.39E-01
   71.07    2.34E-01    4.46E-02      5.24   -1.33E-01
   72.78    3.79E-02    5.36E-02      0.71   -1.52E-01
   74.49    1.32E-01    9.04E-02      1.46   -2.04E-01
   76.20    2.20E-01    3.63E-02      6.05   -1.01E-02
   77.91    1.48E-01    5.70E-02      2.59   -1.29E-01
   79.62    2.02E-01    6.76E-02      2.99   -2.56E-01
   81.33    8.37E-02    5.77E-02      1.45    9.00E-02
   83.04    1.17E-01    6.04E-02      1.93   -1.84E-01
   84.75    2.47E-01    4.83E-02      5.13   -1.44E-01
   86.46    1.47E-01    1.45E-01      1.01    6.69E-02
   88.17   -7.55E-02   -1.71E-01      0.44   -1.62E-01
   89.88    3.33E-01    1.05E-01      3.17   -1.21E-01
   91.59   -3.05E-02   -1.20E-01      0.25   -5.36E-01
   93.30    1.28E-01    2.01E-01      0.64   -4.91E-01
