#Extracted MIPS SED data
#  extract_sed.pro IDL program (KDG)
#
# flux unc is only based on sky noise - does not include absolute uncertainties
# sky not subtracted when the profile was extracted [sky column for info only]
# wavelength [micron], flux [Jy], flux unc [Jy], S/N, sky [Jy]
   52.26    2.59E-01    3.46E-02      7.49    6.73E-02
   53.97    3.05E-01    1.43E-02     21.37    9.49E-02
   55.68    3.03E-01    1.42E-02     21.29    1.00E-01
   57.39    3.11E-01    3.68E-02      8.44    5.33E-02
   59.10    2.16E-01    2.30E-02      9.39    6.16E-02
   60.81    2.52E-01    1.72E-02     14.67    1.21E-01
   62.52    3.24E-01    1.28E-02     25.29    4.81E-02
   64.23    3.42E-01    3.73E-02      9.19    1.08E-01
   65.94    4.10E-01    4.10E-02     10.02    1.57E-01
   67.65    4.97E-01    4.08E-02     12.18    2.14E-01
   69.36    3.99E-01    4.79E-02      8.32    2.20E-01
   71.07    3.82E-01    2.86E-02     13.38    1.91E-01
   72.78    3.74E-01    5.95E-02      6.28    1.41E-01
   74.49    4.22E-01    8.20E-02      5.15    2.96E-01
   76.20    3.42E-01    5.47E-02      6.25    3.58E-01
   77.91    3.14E-01    3.78E-02      8.32    3.00E-01
   79.62    3.53E-01    6.98E-02      5.06    1.70E-01
   81.33    3.05E-01    1.35E-01      2.25    7.06E-02
   83.04    4.89E-01    6.45E-02      7.59    2.80E-01
   84.75    4.55E-01    1.16E-01      3.93    5.31E-01
   86.46    3.29E-01    8.74E-02      3.76    6.44E-01
   88.17    4.71E-01    1.16E-01      4.05    3.59E-01
   89.88    6.52E-01    4.71E-02     13.84    3.84E-01
   91.59    3.85E-01    9.52E-02      4.04    4.33E-01
   93.30    5.55E-01    2.41E-01      2.30    5.44E-02
