#Extracted MIPS SED data
#  extract_sed.pro IDL program (KDG)
#
# flux unc is only based on sky noise - does not include absolute uncertainties
# sky not subtracted when the profile was extracted [sky column for info only]
# wavelength [micron], flux [Jy], flux unc [Jy], S/N, sky [Jy]
   52.26    2.83E-01    2.87E-02      9.88    7.70E-02
   53.97    2.03E-01    2.67E-02      7.60    7.43E-02
   55.68    2.10E-01    5.31E-03     39.46    5.40E-02
   57.39    2.21E-01    7.73E-03     28.61    4.79E-02
   59.10    1.96E-01    3.73E-02      5.26   -7.27E-03
   60.81    1.68E-01    1.67E-02     10.08    7.94E-02
   62.52    3.10E-01    2.91E-03    106.52   -9.04E-03
   64.23    2.14E-01    6.43E-03     33.28    4.84E-02
   65.94    2.38E-01    1.09E-01      2.18    1.03E-02
   67.65    1.81E-01    3.59E-02      5.04    2.15E-02
   69.36    2.44E-01    4.32E-02      5.64    6.38E-02
   71.07    1.89E-01    2.96E-02      6.36    6.51E-02
   72.78    2.99E-01    2.14E-02     13.96    1.08E-01
   74.49    1.92E-01    5.24E-02      3.67    5.91E-02
   76.20    1.19E-01    2.71E-02      4.37    8.63E-02
   77.91    1.62E-01    3.39E-02      4.77    1.15E-01
   79.62    6.62E-02    4.77E-02      1.39    4.06E-02
   81.33    1.80E-01    3.80E-02      4.72    1.37E-01
   83.04    2.17E-01    7.99E-02      2.71    1.05E-01
   84.75    2.05E-01    4.24E-02      4.84    1.69E-01
   86.46    1.91E-01    5.26E-02      3.64    1.20E-01
   88.17    9.20E-02    3.31E-02      2.78    1.10E-01
   89.88    8.73E-02    5.35E-02      1.63    4.78E-01
   91.59    8.45E-02    1.40E-01      0.60    5.64E-01
   93.30    4.98E-01    9.13E-02      5.46    3.92E-01
