#Extracted MIPS SED data
#  extract_sed.pro IDL program (KDG)
#
# flux unc is only based on sky noise - does not include absolute uncertainties
# sky not subtracted when the profile was extracted [sky column for info only]
# wavelength [micron], flux [Jy], flux unc [Jy], S/N, sky [Jy]
   52.26    3.99E-01    2.42E-02     16.45   -2.16E-02
   53.97    4.01E-01    4.63E-02      8.65   -4.15E-02
   55.68    3.93E-01    4.58E-02      8.59   -8.99E-03
   57.39    3.86E-01    1.66E-02     23.28   -9.49E-02
   59.10    3.91E-01    9.37E-02      4.17    1.10E-02
   60.81    3.68E-01    1.11E-01      3.32    3.96E-02
   62.52    3.83E-01    8.93E-02      4.29   -9.70E-02
   64.23    4.05E-01    4.14E-02      9.78    1.52E-02
   65.94    3.28E-01    4.50E-02      7.29   -1.40E-01
   67.65    3.89E-01    1.82E-02     21.37   -1.61E-01
   69.36    3.51E-01    4.51E-02      7.78   -2.13E-01
   71.07    3.40E-01    5.11E-02      6.65   -2.39E-01
   72.78    2.51E-01    2.90E-02      8.66   -2.16E-01
   74.49    2.96E-01    6.33E-02      4.67   -1.75E-01
   76.20    2.93E-01    3.95E-02      7.41   -2.26E-01
   77.91    1.76E-01    2.76E-02      6.39   -3.15E-01
   79.62    2.94E-01    3.37E-02      8.73   -3.05E-01
   81.33    3.59E-01    9.59E-02      3.75   -1.16E-01
   83.04    1.36E-01    3.95E-02      3.45   -2.08E-01
   84.75    2.80E-01    3.93E-02      7.12   -2.12E-01
   86.46    2.04E-01    8.33E-02      2.45   -3.43E-01
   88.17    2.42E-01    1.01E-01      2.40   -1.51E-01
   89.88    1.95E-01    1.67E-01      1.17   -2.62E-01
   91.59    2.52E-01    1.30E-01      1.94   -2.45E-01
   93.30    2.74E-01    8.82E-02      3.11    1.01E-01
