# L um,San 8K ,L um,San 20K ,L um,san carlos 50K,L um,san carlos 100K,L um,san carlos 200K mir&fir,L um,san 292K
7.34213E+01,7.78920E+00,1.11215E+02,9.95984E+00,7.34213E+01,9.38870E+00,7.34213E+01,1.38710E+01,7.34213E+01,3.03483E+01,7.34213E+01,3.49744E+01
7.32916E+01,2.74750E+01,1.10917E+02,1.83320E+01,7.32916E+01,2.77500E+01,7.32916E+01,3.42849E+01,7.32916E+01,4.93326E+01,7.32916E+01,5.22187E+01
7.31624E+01,4.47059E+01,1.10621E+02,1.13893E+01,7.31624E+01,4.50775E+01,7.31624E+01,5.27624E+01,7.31624E+01,6.55045E+01,7.31624E+01,6.50527E+01
7.30335E+01,4.67107E+01,1.10327E+02,,7.30335E+01,4.84131E+01,7.30335E+01,5.56282E+01,7.30335E+01,6.54212E+01,7.30335E+01,6.39624E+01
7.29052E+01,3.85423E+01,1.10035E+02,,7.29052E+01,3.99512E+01,7.29052E+01,4.65121E+01,7.29052E+01,5.33502E+01,7.29052E+01,5.25913E+01
7.27773E+01,2.95055E+01,1.09744E+02,,7.27773E+01,3.10121E+01,7.27773E+01,3.59277E+01,7.27773E+01,4.06426E+01,7.27773E+01,4.01664E+01
7.26498E+01,2.87236E+01,1.09454E+02,,7.26498E+01,3.07176E+01,7.26498E+01,3.45431E+01,7.26498E+01,3.69169E+01,7.26498E+01,3.69655E+01
7.25228E+01,4.27254E+01,1.09166E+02,4.47330E+00,7.25228E+01,4.36464E+01,7.25228E+01,4.65168E+01,7.25228E+01,4.67568E+01,7.25228E+01,4.65868E+01
7.23963E+01,6.33448E+01,1.08879E+02,1.63653E+01,7.23963E+01,6.39331E+01,7.23963E+01,6.45808E+01,7.23963E+01,6.43848E+01,7.23963E+01,6.40789E+01
7.22701E+01,7.29997E+01,1.08594E+02,1.43473E+01,7.22701E+01,7.34553E+01,7.22701E+01,7.19051E+01,7.22701E+01,7.25783E+01,7.22701E+01,7.16783E+01
7.21445E+01,6.76773E+01,1.08311E+02,3.88533E+00,7.21445E+01,6.77643E+01,7.21445E+01,6.59633E+01,7.21445E+01,6.67630E+01,7.21445E+01,6.60813E+01
7.20192E+01,4.91362E+01,1.08029E+02,,7.20192E+01,4.88647E+01,7.20192E+01,4.86605E+01,7.20192E+01,4.97214E+01,7.20192E+01,4.95988E+01
7.18944E+01,2.13700E+01,1.07748E+02,,7.18944E+01,2.07533E+01,7.18944E+01,2.21938E+01,7.18944E+01,2.44198E+01,7.18944E+01,2.40505E+01
7.17700E+01,2.08532E+01,1.07469E+02,6.92677E+00,7.17700E+01,1.98702E+01,7.17700E+01,2.12041E+01,7.17700E+01,2.46362E+01,7.17700E+01,2.40845E+01
7.16460E+01,2.87967E+01,1.07191E+02,2.32598E+01,7.16460E+01,2.80630E+01,7.16460E+01,2.97807E+01,7.16460E+01,3.38361E+01,7.16460E+01,3.43515E+01
7.15225E+01,3.70539E+01,1.06915E+02,2.35275E+01,7.15225E+01,3.69257E+01,7.15225E+01,3.94957E+01,7.15225E+01,4.39990E+01,7.15225E+01,4.68519E+01
7.13994E+01,3.37496E+01,1.06640E+02,4.68309E+00,7.13994E+01,3.46895E+01,7.13994E+01,3.83862E+01,7.13994E+01,4.24136E+01,7.13994E+01,4.54383E+01
7.12768E+01,2.20022E+01,1.06367E+02,,7.12768E+01,2.29808E+01,7.12768E+01,2.66763E+01,7.12768E+01,3.13890E+01,7.12768E+01,3.43463E+01
7.11545E+01,7.37460E+00,1.06095E+02,,7.11545E+01,7.96940E+00,7.11545E+01,1.15958E+01,7.11545E+01,1.74547E+01,7.11545E+01,2.06721E+01
7.10326E+01,1.61500E-01,1.05824E+02,,7.10326E+01,2.44000E-01,7.10326E+01,3.98090E+00,7.10326E+01,1.12743E+01,7.10326E+01,1.70958E+01
7.09112E+01,9.91470E+00,1.05555E+02,5.13408E+00,7.09112E+01,9.94550E+00,7.09112E+01,1.35036E+01,7.09112E+01,2.15716E+01,7.09112E+01,2.89320E+01
7.07902E+01,2.73665E+01,1.05287E+02,1.56960E+01,7.07902E+01,2.74153E+01,7.07902E+01,3.19501E+01,7.07902E+01,3.90842E+01,7.07902E+01,4.62694E+01
7.06696E+01,4.15273E+01,1.05020E+02,9.20095E+00,7.06696E+01,4.18921E+01,7.06696E+01,4.61453E+01,7.06696E+01,5.28586E+01,7.06696E+01,5.98362E+01
7.05494E+01,4.16689E+01,1.04755E+02,,7.05494E+01,4.13819E+01,7.05494E+01,4.53262E+01,7.05494E+01,5.25426E+01,7.05494E+01,5.73181E+01
7.04296E+01,3.01880E+01,1.04491E+02,,7.04296E+01,3.00870E+01,7.04296E+01,3.37204E+01,7.04296E+01,4.15561E+01,7.04296E+01,4.45471E+01
7.03103E+01,1.69087E+01,1.04229E+02,,7.03103E+01,1.75800E+01,7.03103E+01,2.04373E+01,7.03103E+01,2.85036E+01,7.03103E+01,3.14426E+01
7.01913E+01,1.29425E+01,1.03968E+02,1.48665E+00,7.01913E+01,1.33021E+01,7.01913E+01,1.62475E+01,7.01913E+01,2.38334E+01,7.01913E+01,2.67136E+01
7.00727E+01,2.18383E+01,1.03708E+02,2.42151E+01,7.00727E+01,2.18556E+01,7.00727E+01,2.49094E+01,7.00727E+01,3.20640E+01,7.00727E+01,3.45233E+01
6.99546E+01,3.46739E+01,1.03449E+02,3.37274E+01,6.99546E+01,3.43886E+01,6.99546E+01,3.81498E+01,6.99546E+01,4.51108E+01,6.99546E+01,4.74084E+01
6.98368E+01,3.81660E+01,1.03192E+02,2.63524E+01,6.98368E+01,3.82044E+01,6.98368E+01,4.21972E+01,6.98368E+01,4.91341E+01,6.98368E+01,5.24093E+01
6.97194E+01,2.84860E+01,1.02936E+02,3.96850E+00,6.97194E+01,2.91793E+01,6.97194E+01,3.33140E+01,6.97194E+01,4.00962E+01,6.97194E+01,4.39716E+01
6.96025E+01,1.23106E+01,1.02681E+02,,6.96025E+01,1.20586E+01,6.96025E+01,1.65696E+01,6.96025E+01,2.36250E+01,6.96025E+01,2.73109E+01
6.94858E+01,,1.02427E+02,,6.94858E+01,,6.94858E+01,2.76470E+00,6.94858E+01,1.03503E+01,6.94858E+01,1.25677E+01
6.93697E+01,,1.02175E+02,,6.93697E+01,,6.93697E+01,2.11670E+00,6.93697E+01,1.04049E+01,6.93697E+01,1.53248E+01
6.92539E+01,1.29646E+01,1.01924E+02,9.91387E+00,6.92539E+01,1.34442E+01,6.92539E+01,1.69624E+01,6.92539E+01,2.56487E+01,6.92539E+01,3.30008E+01
6.91384E+01,2.82636E+01,1.01674E+02,1.09353E+01,6.91384E+01,2.96504E+01,6.91384E+01,3.30233E+01,6.91384E+01,4.18467E+01,6.91384E+01,4.82620E+01
6.90234E+01,3.23198E+01,1.01426E+02,,6.90234E+01,3.40348E+01,6.90234E+01,3.74057E+01,6.90234E+01,4.61104E+01,6.90234E+01,5.31688E+01
6.89087E+01,2.57537E+01,1.01178E+02,,6.89087E+01,2.78490E+01,6.89087E+01,3.08218E+01,6.89087E+01,3.94198E+01,6.89087E+01,4.60595E+01
6.87945E+01,1.50405E+01,1.00932E+02,,6.87945E+01,1.71810E+01,6.87945E+01,1.96150E+01,6.87945E+01,2.84614E+01,6.87945E+01,3.46134E+01
6.86806E+01,9.13240E+00,1.00687E+02,,6.86806E+01,1.05940E+01,6.86806E+01,1.30387E+01,6.86806E+01,2.22455E+01,6.86806E+01,2.90338E+01
6.85670E+01,1.67068E+01,1.00443E+02,9.74992E+00,6.85670E+01,1.71445E+01,6.85670E+01,2.00551E+01,6.85670E+01,2.80295E+01,6.85670E+01,3.55658E+01
6.84539E+01,3.46101E+01,1.00201E+02,2.50202E+01,6.84539E+01,3.29655E+01,6.84539E+01,3.71508E+01,6.84539E+01,4.45333E+01,6.84539E+01,5.01547E+01
6.83411E+01,4.53473E+01,9.99592E+01,2.67954E+01,6.83411E+01,4.39682E+01,6.83411E+01,4.81695E+01,6.83411E+01,5.51509E+01,6.83411E+01,5.88796E+01
6.82287E+01,4.08022E+01,9.97189E+01,1.70359E+01,6.82287E+01,4.04322E+01,6.82287E+01,4.46285E+01,6.82287E+01,5.13369E+01,6.82287E+01,5.48982E+01
6.81167E+01,2.70940E+01,9.94797E+01,,6.81167E+01,2.73661E+01,6.81167E+01,3.16075E+01,6.81167E+01,3.81536E+01,6.81167E+01,4.06779E+01
6.80050E+01,1.22429E+01,9.92418E+01,,6.80050E+01,1.24541E+01,6.80050E+01,1.68371E+01,6.80050E+01,2.29167E+01,6.80050E+01,2.56140E+01
6.78937E+01,4.21010E+00,9.90049E+01,1.65243E-02,6.78937E+01,3.88480E+00,6.78937E+01,8.37540E+00,6.78937E+01,1.47416E+01,6.78937E+01,1.78569E+01
6.77828E+01,9.43340E+00,9.87691E+01,1.59552E+01,6.77828E+01,8.96150E+00,6.77828E+01,1.30484E+01,6.77828E+01,2.12915E+01,6.77828E+01,2.45519E+01
6.76722E+01,2.33108E+01,9.85346E+01,1.96306E+01,6.76722E+01,2.29235E+01,6.76722E+01,2.63868E+01,6.76722E+01,3.52819E+01,6.76722E+01,4.06680E+01
6.75620E+01,2.98442E+01,9.83011E+01,5.56462E+00,6.75620E+01,3.02473E+01,6.75620E+01,3.30488E+01,6.75620E+01,4.16679E+01,6.75620E+01,4.88446E+01
6.74521E+01,2.45452E+01,9.80687E+01,,6.74521E+01,2.52209E+01,6.74521E+01,2.83178E+01,6.74521E+01,3.65176E+01,6.74521E+01,4.33667E+01
6.73426E+01,1.39799E+01,9.78374E+01,,6.73426E+01,1.47512E+01,6.73426E+01,1.81721E+01,6.73426E+01,2.63253E+01,6.73426E+01,3.35817E+01
6.72335E+01,5.08240E+00,9.76072E+01,,6.72335E+01,6.42950E+00,6.72335E+01,1.03671E+01,6.72335E+01,1.82713E+01,6.72335E+01,2.50295E+01
6.71247E+01,4.24590E+00,9.73781E+01,,6.71247E+01,5.72820E+00,6.71247E+01,1.03583E+01,6.71247E+01,1.68376E+01,6.71247E+01,2.30974E+01
6.70162E+01,2.46066E+01,9.71500E+01,1.26508E+01,6.70162E+01,2.49019E+01,6.70162E+01,2.99355E+01,6.70162E+01,3.66322E+01,6.70162E+01,4.39257E+01
6.69082E+01,4.27255E+01,9.69230E+01,1.72876E+01,6.69082E+01,4.22076E+01,6.69082E+01,4.64921E+01,6.69082E+01,5.45249E+01,6.69082E+01,6.28500E+01
6.68004E+01,4.69488E+01,9.66971E+01,8.33690E+00,6.68004E+01,4.60977E+01,6.68004E+01,5.01304E+01,6.68004E+01,5.90049E+01,6.68004E+01,6.39590E+01
6.66930E+01,3.84982E+01,9.64722E+01,,6.66930E+01,3.86447E+01,6.66930E+01,4.21915E+01,6.66930E+01,5.12796E+01,6.66930E+01,5.34595E+01
6.65860E+01,2.73651E+01,9.62483E+01,,6.65860E+01,2.80568E+01,6.65860E+01,3.11732E+01,6.65860E+01,3.96516E+01,6.65860E+01,4.27156E+01
6.64792E+01,1.49773E+01,9.60256E+01,,6.64792E+01,1.53982E+01,6.64792E+01,1.88205E+01,6.64792E+01,2.62929E+01,6.64792E+01,3.14549E+01
6.63729E+01,1.88490E+01,9.58038E+01,1.39627E+01,6.63729E+01,1.76818E+01,6.63729E+01,2.23886E+01,6.63729E+01,2.94268E+01,6.63729E+01,3.66915E+01
6.62669E+01,2.97288E+01,9.55831E+01,2.89993E+01,6.62669E+01,2.95787E+01,6.62669E+01,3.39537E+01,6.62669E+01,4.13740E+01,6.62669E+01,4.68162E+01
6.61612E+01,3.34764E+01,9.53633E+01,2.25889E+01,6.61612E+01,3.49321E+01,6.61612E+01,3.85096E+01,6.61612E+01,4.68360E+01,6.61612E+01,4.91126E+01
6.60558E+01,2.64587E+01,9.51446E+01,3.87249E+00,6.60558E+01,2.77246E+01,6.60558E+01,3.04552E+01,6.60558E+01,4.03203E+01,6.60558E+01,4.21849E+01
6.59508E+01,1.51990E+01,9.49269E+01,,6.59508E+01,1.55649E+01,6.59508E+01,1.87240E+01,6.59508E+01,2.81148E+01,6.59508E+01,3.34322E+01
6.58461E+01,5.96140E+00,9.47102E+01,,6.58461E+01,5.59190E+00,6.58461E+01,1.03303E+01,6.58461E+01,1.89559E+01,6.58461E+01,2.54776E+01
6.57418E+01,5.69070E+00,9.44945E+01,,6.57418E+01,5.25190E+00,6.57418E+01,1.10867E+01,6.57418E+01,1.95015E+01,6.57418E+01,2.61040E+01
6.56377E+01,1.72148E+01,9.42797E+01,4.40035E+00,6.56377E+01,1.75124E+01,6.56377E+01,2.18331E+01,6.56377E+01,3.10481E+01,6.56377E+01,3.85790E+01
6.55341E+01,3.42622E+01,9.40659E+01,1.19745E+01,6.55341E+01,3.53628E+01,6.55341E+01,3.80047E+01,6.55341E+01,4.76730E+01,6.55341E+01,5.43170E+01
6.54307E+01,4.38289E+01,9.38531E+01,3.41496E+00,6.54307E+01,4.50972E+01,6.54307E+01,4.80342E+01,6.54307E+01,5.71163E+01,6.54307E+01,6.22963E+01
6.53276E+01,4.08937E+01,9.36412E+01,,6.53276E+01,4.26709E+01,6.53276E+01,4.62124E+01,6.53276E+01,5.49802E+01,6.53276E+01,6.09411E+01
6.52249E+01,2.96792E+01,9.34303E+01,,6.52249E+01,3.19213E+01,6.52249E+01,3.57460E+01,6.52249E+01,4.40590E+01,6.52249E+01,5.00047E+01
6.51225E+01,2.03611E+01,9.32204E+01,,6.51225E+01,2.21885E+01,6.51225E+01,2.52680E+01,6.51225E+01,3.37370E+01,6.51225E+01,3.75476E+01
6.50205E+01,2.58234E+01,9.30113E+01,8.04655E+00,6.50205E+01,2.58647E+01,6.50205E+01,2.95481E+01,6.50205E+01,3.77677E+01,6.50205E+01,4.10294E+01
6.49187E+01,3.72376E+01,9.28033E+01,2.83041E+01,6.49187E+01,3.58036E+01,6.49187E+01,4.08371E+01,6.49187E+01,4.83424E+01,6.49187E+01,5.04810E+01
6.48173E+01,4.58550E+01,9.25961E+01,3.21727E+01,6.48173E+01,4.51931E+01,6.48173E+01,4.93503E+01,6.48173E+01,5.69090E+01,6.48173E+01,5.82313E+01
6.47162E+01,4.37664E+01,9.23898E+01,2.00352E+01,6.47162E+01,4.43449E+01,6.47162E+01,4.74716E+01,6.47162E+01,5.54232E+01,6.47162E+01,5.81055E+01
6.46153E+01,3.12722E+01,9.21846E+01,,6.46153E+01,3.26765E+01,6.46153E+01,3.50279E+01,6.46153E+01,4.37191E+01,6.46153E+01,4.68060E+01
6.45148E+01,1.55844E+01,9.19802E+01,,6.45148E+01,1.79812E+01,6.45148E+01,2.05902E+01,6.45148E+01,2.86409E+01,6.45148E+01,3.19060E+01
6.44147E+01,7.36180E+00,9.17766E+01,,6.44147E+01,9.36180E+00,6.44147E+01,1.33160E+01,6.44147E+01,2.04781E+01,6.44147E+01,2.58188E+01
6.43148E+01,1.26733E+01,9.15741E+01,8.52817E+00,6.43148E+01,1.31908E+01,6.43148E+01,1.80442E+01,6.43148E+01,2.59077E+01,6.43148E+01,3.35183E+01
6.42153E+01,2.71188E+01,9.13723E+01,1.66869E+01,6.42153E+01,2.74461E+01,6.42153E+01,3.13185E+01,6.42153E+01,4.10746E+01,6.42153E+01,4.91723E+01
6.41160E+01,3.77102E+01,9.11716E+01,1.03413E+01,6.41160E+01,3.84346E+01,6.41160E+01,4.20912E+01,6.41160E+01,5.23800E+01,6.41160E+01,5.93538E+01
6.40170E+01,3.69266E+01,9.09716E+01,,6.40170E+01,3.85179E+01,6.40170E+01,4.21191E+01,6.40170E+01,5.19535E+01,6.40170E+01,5.66074E+01
6.39184E+01,2.87384E+01,9.07725E+01,,6.39184E+01,3.05584E+01,6.39184E+01,3.41534E+01,6.39184E+01,4.36511E+01,6.39184E+01,4.66098E+01
6.38201E+01,2.07567E+01,9.05744E+01,,6.38201E+01,2.23363E+01,6.38201E+01,2.60742E+01,6.38201E+01,3.48467E+01,6.38201E+01,3.85136E+01
6.37221E+01,2.04004E+01,9.03770E+01,,6.37221E+01,2.14724E+01,6.37221E+01,2.55364E+01,6.37221E+01,3.36795E+01,6.37221E+01,3.96657E+01
6.36243E+01,3.08130E+01,9.01806E+01,1.50582E+01,6.36243E+01,3.12325E+01,6.36243E+01,3.50075E+01,6.36243E+01,4.34876E+01,6.36243E+01,5.00358E+01
6.35269E+01,4.51922E+01,8.99849E+01,2.67239E+01,6.35269E+01,4.45911E+01,6.35269E+01,4.84707E+01,6.35269E+01,5.68564E+01,6.35269E+01,6.30411E+01
6.34298E+01,5.11678E+01,8.97901E+01,1.98636E+01,6.34298E+01,5.12048E+01,6.34298E+01,5.45886E+01,6.34298E+01,6.29693E+01,6.34298E+01,6.80747E+01
6.33329E+01,4.02787E+01,8.95963E+01,4.23989E+00,6.33329E+01,4.22542E+01,6.33329E+01,4.53465E+01,6.33329E+01,5.23143E+01,6.33329E+01,5.65876E+01
6.32363E+01,2.61770E+01,8.94031E+01,,6.32363E+01,2.78977E+01,6.32363E+01,3.15980E+01,6.32363E+01,3.84381E+01,6.32363E+01,4.33048E+01
6.31401E+01,1.85031E+01,8.92108E+01,,6.31401E+01,1.98375E+01,6.31401E+01,2.35948E+01,6.31401E+01,3.11991E+01,6.31401E+01,3.52269E+01
6.30441E+01,1.73420E+01,8.90195E+01,1.29459E+01,6.30441E+01,1.84007E+01,6.30441E+01,2.17711E+01,6.30441E+01,3.09322E+01,6.30441E+01,3.37765E+01
6.29485E+01,2.67956E+01,8.88288E+01,2.55077E+01,6.29485E+01,2.73728E+01,6.29485E+01,3.05190E+01,6.29485E+01,4.05055E+01,6.29485E+01,4.36594E+01
6.28531E+01,3.60720E+01,8.86390E+01,2.19480E+01,6.28531E+01,3.63284E+01,6.28531E+01,4.06211E+01,6.28531E+01,5.01268E+01,6.28531E+01,5.38619E+01
6.27580E+01,3.54373E+01,8.84500E+01,5.25441E+00,6.27580E+01,3.59536E+01,6.27580E+01,4.05753E+01,6.27580E+01,4.92843E+01,6.27580E+01,5.33749E+01
6.26632E+01,2.68632E+01,8.82618E+01,,6.26632E+01,2.81193E+01,6.26632E+01,3.27296E+01,6.26632E+01,4.09126E+01,6.26632E+01,4.53521E+01
6.25687E+01,1.77038E+01,8.80745E+01,,6.25687E+01,1.92826E+01,6.25687E+01,2.39823E+01,6.25687E+01,3.26868E+01,6.25687E+01,3.70077E+01
6.24745E+01,1.45839E+01,8.78878E+01,,6.24745E+01,1.55973E+01,6.24745E+01,2.06286E+01,6.24745E+01,2.94864E+01,6.24745E+01,3.47403E+01
6.23805E+01,2.31363E+01,8.77020E+01,3.35049E+00,6.23805E+01,2.36452E+01,6.23805E+01,2.77911E+01,6.23805E+01,3.72805E+01,6.23805E+01,4.47279E+01
6.22869E+01,4.06156E+01,8.75170E+01,1.69934E+01,6.22869E+01,4.09226E+01,6.22869E+01,4.44155E+01,6.22869E+01,5.44321E+01,6.22869E+01,5.94828E+01
6.21935E+01,5.24246E+01,8.73327E+01,1.40147E+01,6.21935E+01,5.31105E+01,6.21935E+01,5.70380E+01,6.21935E+01,6.64587E+01,6.21935E+01,6.89906E+01
6.21004E+01,4.99007E+01,8.71492E+01,8.58611E-01,6.21004E+01,5.12426E+01,6.21004E+01,5.56742E+01,6.21004E+01,6.39027E+01,6.21004E+01,6.86244E+01
6.20075E+01,3.97873E+01,8.69666E+01,,6.20075E+01,4.06502E+01,6.20075E+01,4.55592E+01,6.20075E+01,5.32412E+01,6.20075E+01,5.91030E+01
6.19150E+01,3.05172E+01,8.67846E+01,,6.19150E+01,3.09089E+01,6.19150E+01,3.56166E+01,6.19150E+01,4.35570E+01,6.19150E+01,4.93467E+01
6.18227E+01,2.77826E+01,8.66035E+01,5.19092E+00,6.18227E+01,2.80151E+01,6.18227E+01,3.17353E+01,6.18227E+01,4.04894E+01,6.18227E+01,4.58720E+01
6.17307E+01,3.31839E+01,8.64230E+01,2.67808E+01,6.17307E+01,3.36666E+01,6.17307E+01,3.60582E+01,6.17307E+01,4.54527E+01,6.17307E+01,5.09802E+01
6.16390E+01,4.22269E+01,8.62433E+01,3.35857E+01,6.16390E+01,4.19870E+01,6.16390E+01,4.43827E+01,6.16390E+01,5.46200E+01,6.16390E+01,5.87811E+01
6.15476E+01,4.29715E+01,8.60644E+01,2.09262E+01,6.15476E+01,4.26039E+01,6.15476E+01,4.60759E+01,6.15476E+01,5.56463E+01,6.15476E+01,5.81408E+01
6.14564E+01,3.34367E+01,8.58862E+01,7.45762E-01,6.14564E+01,3.39626E+01,6.14564E+01,3.81368E+01,6.14564E+01,4.66533E+01,6.14564E+01,4.95638E+01
6.13655E+01,2.07459E+01,8.57088E+01,,6.13655E+01,2.24131E+01,6.13655E+01,2.67339E+01,6.13655E+01,3.51604E+01,6.13655E+01,3.96026E+01
6.12748E+01,1.39663E+01,8.55321E+01,,6.12748E+01,1.55407E+01,6.12748E+01,2.03350E+01,6.12748E+01,2.84401E+01,6.12748E+01,3.42124E+01
6.11845E+01,1.69784E+01,8.53561E+01,,6.11845E+01,1.79858E+01,6.11845E+01,2.33616E+01,6.11845E+01,3.17971E+01,6.11845E+01,3.84498E+01
6.10943E+01,2.91389E+01,8.51808E+01,1.31525E+01,6.10943E+01,3.02607E+01,6.10943E+01,3.55112E+01,6.10943E+01,4.51592E+01,6.10943E+01,5.08816E+01
6.10045E+01,4.29954E+01,8.50063E+01,1.24527E+01,6.10045E+01,4.38721E+01,6.10045E+01,4.89389E+01,6.10045E+01,5.84227E+01,6.10045E+01,6.47681E+01
6.09149E+01,4.80405E+01,8.48324E+01,,6.09149E+01,4.81722E+01,6.09149E+01,5.30940E+01,6.09149E+01,6.23665E+01,6.09149E+01,6.87808E+01
6.08256E+01,4.24863E+01,8.46593E+01,,6.08256E+01,4.25717E+01,6.08256E+01,4.80144E+01,6.08256E+01,5.63558E+01,6.08256E+01,6.36204E+01
6.07366E+01,3.40287E+01,8.44869E+01,,6.07366E+01,3.47050E+01,6.07366E+01,4.01727E+01,6.07366E+01,4.77340E+01,6.07366E+01,5.52637E+01
6.06477E+01,3.08314E+01,8.43152E+01,,6.06477E+01,3.15234E+01,6.06477E+01,3.61574E+01,6.06477E+01,4.46863E+01,6.06477E+01,5.08745E+01
6.05592E+01,3.68738E+01,8.41441E+01,1.60356E+01,6.05592E+01,3.77470E+01,6.05592E+01,4.11429E+01,6.05592E+01,5.00291E+01,6.05592E+01,5.61860E+01
6.04709E+01,4.75450E+01,8.39738E+01,3.15675E+01,6.04709E+01,4.85736E+01,6.04709E+01,5.16209E+01,6.04709E+01,6.02471E+01,6.04709E+01,6.57424E+01
6.03829E+01,5.31219E+01,8.38042E+01,3.09084E+01,6.03829E+01,5.38512E+01,6.03829E+01,5.79407E+01,6.03829E+01,6.66248E+01,6.03829E+01,7.11605E+01
6.02952E+01,4.74516E+01,8.36352E+01,1.62480E+01,6.02952E+01,4.90285E+01,6.02952E+01,5.32701E+01,6.02952E+01,6.21093E+01,6.02952E+01,6.47985E+01
6.02076E+01,3.50956E+01,8.34669E+01,,6.02076E+01,3.70351E+01,6.02076E+01,4.08632E+01,6.02076E+01,4.98415E+01,6.02076E+01,5.21055E+01
6.01204E+01,2.36398E+01,8.32993E+01,,6.01204E+01,2.52652E+01,6.01204E+01,2.84853E+01,6.01204E+01,3.79482E+01,6.01204E+01,4.23084E+01
6.00334E+01,1.88397E+01,8.31324E+01,6.03790E+00,6.00334E+01,2.03645E+01,6.00334E+01,2.47961E+01,6.00334E+01,3.32986E+01,6.00334E+01,3.91225E+01
5.99466E+01,2.62678E+01,8.29661E+01,2.00937E+01,5.99466E+01,2.66506E+01,5.99466E+01,3.18060E+01,5.99466E+01,4.14074E+01,5.99466E+01,4.77103E+01
5.98601E+01,3.79606E+01,8.28005E+01,2.24115E+01,5.98601E+01,3.83304E+01,5.98601E+01,4.18847E+01,5.98601E+01,5.35318E+01,5.98601E+01,6.05951E+01
5.97739E+01,4.23311E+01,8.26355E+01,1.04587E+01,5.97739E+01,4.35995E+01,5.97739E+01,4.72901E+01,5.97739E+01,5.84819E+01,5.97739E+01,6.54855E+01
5.96878E+01,3.94551E+01,8.24713E+01,,5.96878E+01,4.05533E+01,5.96878E+01,4.46716E+01,5.96878E+01,5.52474E+01,5.96878E+01,6.11171E+01
5.96021E+01,3.24922E+01,8.23076E+01,,5.96021E+01,3.32925E+01,5.96021E+01,3.69656E+01,5.96021E+01,4.77914E+01,5.96021E+01,5.31283E+01
5.95166E+01,2.77513E+01,8.21446E+01,,5.95166E+01,2.90277E+01,5.95166E+01,3.29262E+01,5.95166E+01,4.36646E+01,5.95166E+01,4.93390E+01
5.94313E+01,3.24447E+01,8.19823E+01,8.33495E+00,5.94313E+01,3.25099E+01,5.94313E+01,3.71891E+01,5.94313E+01,4.76126E+01,5.94313E+01,5.54314E+01
5.93463E+01,4.61196E+01,8.18206E+01,2.49311E+01,5.93463E+01,4.49000E+01,5.93463E+01,4.94299E+01,5.93463E+01,5.95283E+01,5.93463E+01,6.71247E+01
5.92615E+01,5.67424E+01,8.16596E+01,2.49163E+01,5.92615E+01,5.69181E+01,5.92615E+01,6.03870E+01,5.92615E+01,7.07827E+01,5.92615E+01,7.60361E+01
5.91770E+01,5.72009E+01,8.14991E+01,1.48813E+01,5.91770E+01,5.77836E+01,5.91770E+01,6.14867E+01,5.91770E+01,7.17270E+01,5.91770E+01,7.68033E+01
5.90927E+01,4.90864E+01,8.13393E+01,7.44414E-01,5.90927E+01,4.99058E+01,5.90927E+01,5.43157E+01,5.90927E+01,6.36136E+01,5.90927E+01,6.91580E+01
5.90086E+01,3.83594E+01,8.11802E+01,,5.90086E+01,3.97058E+01,5.90086E+01,4.46103E+01,5.90086E+01,5.29943E+01,5.90086E+01,5.90013E+01
5.89248E+01,3.09778E+01,8.10216E+01,6.23374E+00,5.89248E+01,3.25920E+01,5.89248E+01,3.75575E+01,5.89248E+01,4.54429E+01,5.89248E+01,5.40592E+01
5.88412E+01,3.03484E+01,8.08636E+01,2.57934E+01,5.88412E+01,3.18216E+01,5.88412E+01,3.68140E+01,5.88412E+01,4.45674E+01,5.88412E+01,5.36352E+01
5.87579E+01,3.31220E+01,8.07063E+01,3.28843E+01,5.87579E+01,3.44325E+01,5.87579E+01,3.88813E+01,5.87579E+01,4.73843E+01,5.87579E+01,5.19900E+01
5.86748E+01,3.96206E+01,8.05496E+01,2.35478E+01,5.86748E+01,4.02291E+01,5.86748E+01,4.60032E+01,5.86748E+01,5.38633E+01,5.86748E+01,5.68262E+01
5.85919E+01,3.69208E+01,8.03935E+01,3.84525E+00,5.85919E+01,3.90394E+01,5.85919E+01,4.36862E+01,5.85919E+01,5.27342E+01,5.85919E+01,5.88995E+01
5.85092E+01,3.01793E+01,8.02380E+01,,5.85092E+01,3.30119E+01,5.85092E+01,3.67703E+01,5.85092E+01,4.67352E+01,5.85092E+01,5.45217E+01
5.84268E+01,2.49897E+01,8.00831E+01,,5.84268E+01,2.75286E+01,5.84268E+01,3.10786E+01,5.84268E+01,4.17208E+01,5.84268E+01,4.81285E+01
5.83447E+01,2.63545E+01,7.99288E+01,,5.83447E+01,2.81625E+01,5.83447E+01,3.21369E+01,5.83447E+01,4.30283E+01,5.83447E+01,4.94215E+01
5.82627E+01,3.66106E+01,7.97751E+01,1.26543E+01,5.82627E+01,3.78848E+01,5.82627E+01,4.22402E+01,5.82627E+01,5.35902E+01,5.82627E+01,6.05543E+01
5.81810E+01,5.15626E+01,7.96220E+01,1.95668E+01,5.81810E+01,5.13751E+01,5.81810E+01,5.61569E+01,5.81810E+01,6.83256E+01,5.81810E+01,7.43321E+01
5.80995E+01,5.86574E+01,7.94695E+01,1.19205E+01,5.80995E+01,5.78623E+01,5.80995E+01,6.30804E+01,5.80995E+01,7.42405E+01,5.80995E+01,7.97118E+01
